,Unnamed: 0,iso,language_name,track,location,year,path,filename,length,program,ID,no_segs,segs,segs_0,segs_1,segs_2,segs_3
63379,63731,rdb,Rudbari,34,Sefid Rud Valley,2009.0,Programs/37/37915/A37915/PM-Copy-1001/,A37915-34.wav,52.458667,37915,37915_034,False,{2: 1},0,0,1,0
63380,63732,rdb,Rudbari,35,Sefid Rud Valley,2009.0,Programs/37/37915/A37915/PM-Copy-1001/,A37915-35.wav,61.738667,37915,37915_035,False,{2: 2},0,0,2,0
63381,63733,rdb,Rudbari,36,Sefid Rud Valley,2009.0,Programs/37/37915/A37915/PM-Copy-1001/,A37915-36.wav,74.410667,37915,37915_036,False,{2: 2},0,0,2,0
63382,63734,rdb,Rudbari,37,Sefid Rud Valley,2009.0,Programs/37/37915/A37915/PM-Copy-1001/,A37915-37.wav,59.754667,37915,37915_037,False,{2: 3},0,0,3,0
63383,63735,rdb,Rudbari,38,Sefid Rud Valley,2009.0,Programs/37/37915/A37915/PM-Copy-1001/,A37915-38.wav,64.021333,37915,37915_038,False,"{2: 2, 1: 1}",0,1,2,0
63384,63736,rdb,Rudbari,39,Sefid Rud Valley,2009.0,Programs/37/37915/A37915/PM-Copy-1001/,A37915-39.wav,53.546667,37915,37915_039,False,{2: 4},0,0,4,0
63385,63737,rdb,Rudbari,40,Sefid Rud Valley,2009.0,Programs/37/37915/A37915/PM-Copy-1001/,A37915-40.wav,49.223979,37915,37915_040,False,"{2: 4, 1: 2, 0: 1}",1,2,4,0
63386,63738,sgr,Sangisari,1,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-01.wav,49.412063,37916,37916_001,True,"{2: 2, 3: 1}",0,0,2,1
63387,63739,sgr,Sangisari,2,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-02.wav,25.240091,37916,37916_002,True,{},0,0,0,0
63388,63740,sgr,Sangisari,3,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-03.wav,26.076009,37916,37916_003,True,{},0,0,0,0
63389,63741,sgr,Sangisari,4,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-04.wav,49.453583,37916,37916_004,True,{2: 1},0,0,1,0
63390,63742,sgr,Sangisari,5,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-05.wav,27.240975,37916,37916_005,True,{},0,0,0,0
63391,63743,sgr,Sangisari,6,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-06.wav,42.078435,37916,37916_006,True,{},0,0,0,0
63392,63744,sgr,Sangisari,7,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-07.wav,30.281315,37916,37916_007,True,{},0,0,0,0
63393,63745,sgr,Sangisari,8,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-08.wav,33.535805,37916,37916_008,True,{},0,0,0,0
63394,63746,sgr,Sangisari,9,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-09.wav,29.257143,37916,37916_009,True,{},0,0,0,0
63395,63747,sgr,Sangisari,10,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-10.wav,39.951565,37916,37916_010,True,{},0,0,0,0
63396,63748,sgr,Sangisari,11,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-11.wav,37.774172,37916,37916_011,True,{},0,0,0,0
63397,63749,sgr,Sangisari,12,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-12.wav,46.523197,37916,37916_012,True,{},0,0,0,0
63398,63750,sgr,Sangisari,13,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-13.wav,42.774354,37916,37916_013,True,{},0,0,0,0
63399,63751,sgr,Sangisari,14,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-14.wav,36.419501,37916,37916_014,True,{},0,0,0,0
63400,63752,sgr,Sangisari,15,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-15.wav,40.645057,37916,37916_015,True,{2: 1},0,0,1,0
63401,63753,sgr,Sangisari,16,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-16.wav,58.565873,37916,37916_016,True,{2: 1},0,0,1,0
63402,63754,sgr,Sangisari,17,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-17.wav,48.93737,37916,37916_017,True,{},0,0,0,0
63403,63755,sgr,Sangisari,18,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-18.wav,44.084785,37916,37916_018,True,{},0,0,0,0
63404,63756,sgr,Sangisari,19,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-19.wav,40.452358,37916,37916_019,True,{},0,0,0,0
63405,63757,sgr,Sangisari,20,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-20.wav,58.418934,37916,37916_020,True,{},0,0,0,0
63406,63758,sgr,Sangisari,21,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-21.wav,39.357302,37916,37916_021,True,{},0,0,0,0
63407,63759,sgr,Sangisari,22,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-22.wav,68.171791,37916,37916_022,True,{},0,0,0,0
63408,63760,sgr,Sangisari,23,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-23.wav,23.624286,37916,37916_023,True,{},0,0,0,0
63409,63761,sgr,Sangisari,24,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-24.wav,37.709615,37916,37916_024,True,{},0,0,0,0
63410,63762,sgr,Sangisari,25,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-25.wav,42.98517,37916,37916_025,True,{},0,0,0,0
63411,63763,sgr,Sangisari,26,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-26.wav,38.340408,37916,37916_026,True,{},0,0,0,0
63412,63764,sgr,Sangisari,27,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-27.wav,29.856077,37916,37916_027,True,{},0,0,0,0
63413,63765,sgr,Sangisari,28,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-28.wav,27.390476,37916,37916_028,True,{},0,0,0,0
63414,63766,sgr,Sangisari,29,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-29.wav,38.98517,37916,37916_029,True,{},0,0,0,0
63415,63767,sgr,Sangisari,30,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-30.wav,35.495261,37916,37916_030,True,{},0,0,0,0
63416,63768,sgr,Sangisari,31,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-31.wav,38.877528,37916,37916_031,True,{},0,0,0,0
63417,63769,sgr,Sangisari,32,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-32.wav,34.251406,37916,37916_032,True,{},0,0,0,0
63418,63770,sgr,Sangisari,33,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-33.wav,45.232472,37916,37916_033,True,{},0,0,0,0
63419,63771,sgr,Sangisari,34,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-34.wav,36.229728,37916,37916_034,True,{},0,0,0,0
63420,63772,sgr,Sangisari,35,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-35.wav,42.119478,37916,37916_035,True,{},0,0,0,0
63421,63773,sgr,Sangisari,36,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-36.wav,52.936417,37916,37916_036,True,{},0,0,0,0
63422,63774,sgr,Sangisari,37,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-37.wav,41.757891,37916,37916_037,True,{},0,0,0,0
63423,63775,sgr,Sangisari,38,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-38.wav,44.510726,37916,37916_038,True,{},0,0,0,0
63424,63776,sgr,Sangisari,39,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-39.wav,42.056576,37916,37916_039,True,{},0,0,0,0
63425,63777,sgr,Sangisari,40,Semnan,2007.0,Programs/37/37916/A37916/PM-Copy-1001/,A37916-40.wav,39.090658,37916,37916_040,True,"{0: 1, 1: 1, 2: 1}",1,1,1,0
63426,63778,shm,Shahrudi,1,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-01.wav,61.461333,37917,37917_001,True,"{2: 2, 3: 1}",0,0,2,1
63427,63779,shm,Shahrudi,2,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-02.wav,35.093333,37917,37917_002,True,{2: 1},0,0,1,0
63428,63780,shm,Shahrudi,3,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-03.wav,31.633,37917,37917_003,True,{},0,0,0,0
63429,63781,shm,Shahrudi,4,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-04.wav,66.140667,37917,37917_004,True,{2: 1},0,0,1,0
63430,63782,shm,Shahrudi,5,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-05.wav,37.799667,37917,37917_005,True,{},0,0,0,0
63431,63783,shm,Shahrudi,6,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-06.wav,50.335667,37917,37917_006,True,{},0,0,0,0
63432,63784,shm,Shahrudi,7,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-07.wav,38.459,37917,37917_007,True,{2: 1},0,0,1,0
63433,63785,shm,Shahrudi,8,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-08.wav,46.833667,37917,37917_008,True,{2: 2},0,0,2,0
63434,63786,shm,Shahrudi,9,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-09.wav,36.841667,37917,37917_009,True,{2: 1},0,0,1,0
63435,63787,shm,Shahrudi,10,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-10.wav,51.059333,37917,37917_010,True,{2: 1},0,0,1,0
63436,63788,shm,Shahrudi,11,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-11.wav,46.326667,37917,37917_011,True,{},0,0,0,0
63437,63789,shm,Shahrudi,12,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-12.wav,59.68,37917,37917_012,True,{2: 1},0,0,1,0
63438,63790,shm,Shahrudi,13,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-13.wav,45.111333,37917,37917_013,True,{2: 1},0,0,1,0
63439,63791,shm,Shahrudi,14,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-14.wav,41.580333,37917,37917_014,True,{2: 1},0,0,1,0
63440,63792,shm,Shahrudi,15,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-15.wav,47.178667,37917,37917_015,True,"{2: 1, 3: 1}",0,0,1,1
63441,63793,shm,Shahrudi,16,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-16.wav,66.233,37917,37917_016,True,{2: 1},0,0,1,0
63442,63794,shm,Shahrudi,17,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-17.wav,53.082333,37917,37917_017,True,{2: 3},0,0,3,0
63443,63795,shm,Shahrudi,18,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-18.wav,51.191667,37917,37917_018,True,{2: 1},0,0,1,0
63444,63796,shm,Shahrudi,19,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-19.wav,49.277333,37917,37917_019,True,{},0,0,0,0
63445,63797,shm,Shahrudi,20,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-20.wav,65.319333,37917,37917_020,True,{},0,0,0,0
63446,63798,shm,Shahrudi,21,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-21.wav,47.756667,37917,37917_021,True,{2: 2},0,0,2,0
63447,63799,shm,Shahrudi,22,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-22.wav,80.151333,37917,37917_022,True,{2: 1},0,0,1,0
63448,63800,shm,Shahrudi,23,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-23.wav,29.010333,37917,37917_023,True,{2: 1},0,0,1,0
63449,63801,shm,Shahrudi,24,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-24.wav,39.706667,37917,37917_024,True,{2: 1},0,0,1,0
63450,63802,shm,Shahrudi,25,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-25.wav,47.931667,37917,37917_025,True,{2: 1},0,0,1,0
63451,63803,shm,Shahrudi,26,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-26.wav,43.148667,37917,37917_026,True,"{2: 2, 3: 1}",0,0,2,1
63452,63804,shm,Shahrudi,27,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-27.wav,36.846667,37917,37917_027,True,{2: 2},0,0,2,0
63453,63805,shm,Shahrudi,28,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-28.wav,35.283,37917,37917_028,True,{2: 1},0,0,1,0
63454,63806,shm,Shahrudi,29,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-29.wav,46.872333,37917,37917_029,True,{2: 1},0,0,1,0
63455,63807,shm,Shahrudi,30,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-30.wav,38.701333,37917,37917_030,True,{2: 1},0,0,1,0
63456,63808,shm,Shahrudi,31,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-31.wav,42.839,37917,37917_031,True,{2: 1},0,0,1,0
63457,63809,shm,Shahrudi,32,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-32.wav,38.357,37917,37917_032,True,{2: 1},0,0,1,0
63458,63810,shm,Shahrudi,33,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-33.wav,54.093667,37917,37917_033,True,{2: 2},0,0,2,0
63459,63811,shm,Shahrudi,34,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-34.wav,45.325667,37917,37917_034,True,{2: 1},0,0,1,0
63460,63812,shm,Shahrudi,35,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-35.wav,47.981333,37917,37917_035,True,{2: 1},0,0,1,0
63461,63813,shm,Shahrudi,36,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-36.wav,64.693,37917,37917_036,True,{2: 1},0,0,1,0
63462,63814,shm,Shahrudi,37,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-37.wav,54.267667,37917,37917_037,True,{2: 2},0,0,2,0
63463,63815,shm,Shahrudi,38,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-38.wav,50.705,37917,37917_038,True,{2: 1},0,0,1,0
63464,63816,shm,Shahrudi,39,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-39.wav,49.037667,37917,37917_039,True,{2: 1},0,0,1,0
63465,63817,shm,Shahrudi,40,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37917/A37917/PM-Copy-1001/,A37917-40.wav,46.269313,37917,37917_040,True,{2: 2},0,0,2,0
63466,63818,siy,Sivandi,1,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-01.wav,63.763855,37918,37918_001,True,"{3: 2, 1: 1, 2: 1}",0,1,1,2
63467,63819,siy,Sivandi,2,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-02.wav,32.607234,37918,37918_002,True,{},0,0,0,0
63468,63820,siy,Sivandi,3,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-03.wav,29.48576,37918,37918_003,True,{},0,0,0,0
63469,63821,siy,Sivandi,4,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-04.wav,60.262472,37918,37918_004,True,{3: 1},0,0,0,1
63470,63822,siy,Sivandi,5,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-05.wav,36.752109,37918,37918_005,True,{},0,0,0,0
63471,63823,siy,Sivandi,6,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-06.wav,49.048005,37918,37918_006,True,{},0,0,0,0
63472,63824,siy,Sivandi,7,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-07.wav,35.071791,37918,37918_007,True,{3: 1},0,0,0,1
63473,63825,siy,Sivandi,8,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-08.wav,42.014626,37918,37918_008,True,{2: 1},0,0,1,0
63474,63826,siy,Sivandi,9,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-09.wav,36.799864,37918,37918_009,True,{},0,0,0,0
63475,63827,siy,Sivandi,10,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-10.wav,45.544354,37918,37918_010,True,{3: 1},0,0,0,1
63476,63828,siy,Sivandi,11,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-11.wav,45.134308,37918,37918_011,True,{},0,0,0,0
63477,63829,siy,Sivandi,12,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-12.wav,54.761111,37918,37918_012,True,{},0,0,0,0
63478,63830,siy,Sivandi,13,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-13.wav,41.49551,37918,37918_013,True,{},0,0,0,0
63479,63831,siy,Sivandi,14,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-14.wav,42.860726,37918,37918_014,True,{},0,0,0,0
63480,63832,siy,Sivandi,15,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-15.wav,42.800091,37918,37918_015,True,{},0,0,0,0
63481,63833,siy,Sivandi,16,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-16.wav,61.570544,37918,37918_016,True,{},0,0,0,0
63482,63834,siy,Sivandi,17,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-17.wav,54.372426,37918,37918_017,True,{2: 1},0,0,1,0
63483,63835,siy,Sivandi,18,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-18.wav,47.55127,37918,37918_018,True,{},0,0,0,0
63484,63836,siy,Sivandi,19,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-19.wav,46.203152,37918,37918_019,True,{},0,0,0,0
63485,63837,siy,Sivandi,20,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-20.wav,66.435397,37918,37918_020,True,{},0,0,0,0
63486,63838,siy,Sivandi,21,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-21.wav,46.156236,37918,37918_021,True,{},0,0,0,0
63487,63839,siy,Sivandi,22,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-22.wav,69.869773,37918,37918_022,True,{},0,0,0,0
63488,63840,siy,Sivandi,23,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-23.wav,30.754989,37918,37918_023,True,{3: 1},0,0,0,1
63489,63841,siy,Sivandi,24,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-24.wav,40.021995,37918,37918_024,True,{},0,0,0,0
63490,63842,siy,Sivandi,25,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-25.wav,47.237891,37918,37918_025,True,{3: 1},0,0,0,1
63491,63843,siy,Sivandi,26,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-26.wav,36.54898,37918,37918_026,True,{},0,0,0,0
63492,63844,siy,Sivandi,27,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-27.wav,33.858549,37918,37918_027,True,{},0,0,0,0
63493,63845,siy,Sivandi,28,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-28.wav,32.510159,37918,37918_028,True,{2: 1},0,0,1,0
63494,63846,siy,Sivandi,29,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-29.wav,41.97381,37918,37918_029,True,{3: 1},0,0,0,1
63495,63847,siy,Sivandi,30,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-30.wav,39.935465,37918,37918_030,True,{},0,0,0,0
63496,63848,siy,Sivandi,31,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-31.wav,42.549456,37918,37918_031,True,{},0,0,0,0
63497,63849,siy,Sivandi,32,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-32.wav,38.738299,37918,37918_032,True,{},0,0,0,0
63498,63850,siy,Sivandi,33,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-33.wav,52.333265,37918,37918_033,True,{},0,0,0,0
63499,63851,siy,Sivandi,34,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-34.wav,45.566327,37918,37918_034,True,{},0,0,0,0
63500,63852,siy,Sivandi,35,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-35.wav,54.009365,37918,37918_035,True,{3: 1},0,0,0,1
63501,63853,siy,Sivandi,36,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-36.wav,60.472426,37918,37918_036,True,"{2: 1, 3: 1}",0,0,1,1
63502,63854,siy,Sivandi,37,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-37.wav,51.172789,37918,37918_037,True,{},0,0,0,0
63503,63855,siy,Sivandi,38,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-38.wav,52.134467,37918,37918_038,True,{},0,0,0,0
63504,63856,siy,Sivandi,39,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-39.wav,48.563243,37918,37918_039,True,{},0,0,0,0
63505,63857,siy,Sivandi,40,Fars,2007.0,Programs/37/37918/A37918/PM-Copy-1001/,A37918-40.wav,42.272585,37918,37918_040,True,"{0: 1, 1: 1, 2: 1}",1,1,1,0
63506,63858,smy,Semnani,1,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-01.wav,64.248821,37919,37919_001,False,"{2: 1, 3: 1}",0,0,1,1
63507,63859,smy,Semnani,2,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-02.wav,30.374603,37919,37919_002,False,{},0,0,0,0
63508,63860,smy,Semnani,3,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-03.wav,24.442698,37919,37919_003,False,{},0,0,0,0
63509,63861,smy,Semnani,4,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-04.wav,60.9439,37919,37919_004,False,{},0,0,0,0
63510,63862,smy,Semnani,5,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-05.wav,37.909252,37919,37919_005,False,{},0,0,0,0
63511,63863,smy,Semnani,6,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-06.wav,51.04907,37919,37919_006,False,{},0,0,0,0
63512,63864,smy,Semnani,7,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-07.wav,38.603175,37919,37919_007,False,{},0,0,0,0
63513,63865,smy,Semnani,8,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-08.wav,42.608617,37919,37919_008,False,{},0,0,0,0
63514,63866,smy,Semnani,9,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-09.wav,39.915102,37919,37919_009,False,{2: 1},0,0,1,0
63515,63867,smy,Semnani,10,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-10.wav,51.861769,37919,37919_010,False,{},0,0,0,0
63516,63868,smy,Semnani,11,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-11.wav,46.33542,37919,37919_011,False,{},0,0,0,0
63517,63869,smy,Semnani,12,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-12.wav,60.197732,37919,37919_012,False,{},0,0,0,0
63518,63870,smy,Semnani,13,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-13.wav,49.145034,37919,37919_013,False,{},0,0,0,0
63519,63871,smy,Semnani,14,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-14.wav,37.035828,37919,37919_014,False,{},0,0,0,0
63520,63872,smy,Semnani,15,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-15.wav,42.329977,37919,37919_015,False,{},0,0,0,0
63521,63873,smy,Semnani,16,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-16.wav,56.30839,37919,37919_016,False,{},0,0,0,0
63522,63874,smy,Semnani,17,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-17.wav,47.519637,37919,37919_017,False,{},0,0,0,0
63523,63875,smy,Semnani,18,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-18.wav,51.919819,37919,37919_018,False,{},0,0,0,0
63524,63876,smy,Semnani,19,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-19.wav,45.85941,37919,37919_019,False,{},0,0,0,0
63525,63877,smy,Semnani,20,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-20.wav,60.360272,37919,37919_020,False,{2: 1},0,0,1,0
63526,63878,smy,Semnani,21,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-21.wav,47.287438,37919,37919_021,False,{},0,0,0,0
63527,63879,smy,Semnani,22,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-22.wav,75.871202,37919,37919_022,False,{},0,0,0,0
63528,63880,smy,Semnani,23,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-23.wav,31.834558,37919,37919_023,False,{},0,0,0,0
63529,63881,smy,Semnani,24,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-24.wav,40.79746,37919,37919_024,False,{},0,0,0,0
63530,63882,smy,Semnani,25,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-25.wav,47.647347,37919,37919_025,False,{},0,0,0,0
63531,63883,smy,Semnani,26,Semnan,2007.0,Programs/37/37919/A37919/PM-Copy-1001/,A37919-26.wav,43.305215,37919,37919_026,False,{},0,0,0,0
